	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
336443	Switzerland/AG-ETHZ-400011/2020	EPI_ISL_729033	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336444	Switzerland/AG-ETHZ-400023/2020	EPI_ISL_729091	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336445	Switzerland/AG-ETHZ-400026/2020	EPI_ISL_728811	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336446	Switzerland/AG-ETHZ-400027/2020	EPI_ISL_728819	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336447	Switzerland/AG-ETHZ-400041/2020	EPI_ISL_729101	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336448	Switzerland/AG-ETHZ-400045/2020	EPI_ISL_729104	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336449	Switzerland/AG-ETHZ-400110/2020	EPI_ISL_729031	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336450	Switzerland/AG-ETHZ-400111/2020	EPI_ISL_728926	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336451	Switzerland/AG-ETHZ-400120/2020	EPI_ISL_728903	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336452	Switzerland/AG-ETHZ-400121/2020	EPI_ISL_728769	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336453	Switzerland/AG-ETHZ-400136/2020	EPI_ISL_729009	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336454	Switzerland/AG-ETHZ-400137/2020	EPI_ISL_729043	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336455	Switzerland/AG-ETHZ-400138/2020	EPI_ISL_728937	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336456	Switzerland/AG-ETHZ-400139/2020	EPI_ISL_728999	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336457	Switzerland/AG-ETHZ-400371/2020	EPI_ISL_729181	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
336458	Switzerland/AG-ETHZ-400388/2020	EPI_ISL_728883	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
336459	Switzerland/AG-ETHZ-400395/2020	EPI_ISL_729088	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
336460	Switzerland/AG-ETHZ-400396/2020	EPI_ISL_729189	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
336461	Switzerland/AG-ETHZ-410033/2020	EPI_ISL_737649	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336462	Switzerland/AG-ETHZ-410034/2020	EPI_ISL_737533	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336463	Switzerland/AG-ETHZ-410038/2020	EPI_ISL_737434	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336464	Switzerland/AG-ETHZ-410040/2020	EPI_ISL_737480	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336465	Switzerland/AG-ETHZ-410041/2020	EPI_ISL_737650	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336466	Switzerland/AG-ETHZ-410042/2020	EPI_ISL_737651	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336467	Switzerland/AG-ETHZ-410077/2020	EPI_ISL_737652	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336468	Switzerland/AG-ETHZ-410113/2020	EPI_ISL_737469	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336469	Switzerland/AG-ETHZ-410114/2020	EPI_ISL_737653	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336470	Switzerland/AG-ETHZ-410117/2020	EPI_ISL_737654	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336471	Switzerland/AG-ETHZ-410118/2020	EPI_ISL_737589	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336472	Switzerland/AG-ETHZ-410119/2020	EPI_ISL_737655	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336473	Switzerland/AG-ETHZ-410157/2020	EPI_ISL_737484	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336474	Switzerland/AG-ETHZ-410160/2020	EPI_ISL_737492	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336475	Switzerland/AG-ETHZ-410186/2020	EPI_ISL_737656	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336476	Switzerland/AG-ETHZ-410213/2020	EPI_ISL_737657	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336477	Switzerland/AG-ETHZ-410215/2020	EPI_ISL_737472	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336478	Switzerland/AG-ETHZ-410258/2020	EPI_ISL_737455	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336479	Switzerland/AG-ETHZ-410259/2020	EPI_ISL_737545	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336480	Switzerland/AG-ETHZ-410260/2020	EPI_ISL_737522	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336481	Switzerland/AG-ETHZ-410261/2020	EPI_ISL_737467	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336482	Switzerland/AG-ETHZ-410262/2020	EPI_ISL_737502	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336483	Switzerland/AG-ETHZ-410263/2020	EPI_ISL_737473	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336484	Switzerland/AG-ETHZ-410264/2020	EPI_ISL_737507	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336485	Switzerland/AG-ETHZ-410266/2020	EPI_ISL_737461	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336486	Switzerland/AG-ETHZ-410267/2020	EPI_ISL_737468	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336487	Switzerland/AG-ETHZ-410268/2020	EPI_ISL_737658	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336488	Switzerland/AG-ETHZ-410269/2020	EPI_ISL_737544	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336489	Switzerland/AG-ETHZ-410270/2020	EPI_ISL_737601	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336490	Switzerland/AG-ETHZ-410271/2020	EPI_ISL_737478	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336491	Switzerland/AG-ETHZ-410273/2020	EPI_ISL_737659	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336492	Switzerland/AG-ETHZ-410275/2020	EPI_ISL_737546	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336493	Switzerland/AG-ETHZ-410292/2020	EPI_ISL_737594	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336494	Switzerland/AG-ETHZ-410317/2020	EPI_ISL_737547	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336495	Switzerland/AG-ETHZ-410830/2020	EPI_ISL_737452	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336496	Switzerland/AG-ETHZ-410960/2020	EPI_ISL_737660	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336497	Switzerland/AG-ETHZ-420009/2020	EPI_ISL_767979	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336498	Switzerland/AG-ETHZ-420013/2020	EPI_ISL_767966	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336499	Switzerland/AG-ETHZ-420018/2020	EPI_ISL_767964	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336500	Switzerland/AG-ETHZ-420026/2020	EPI_ISL_767944	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336501	Switzerland/AG-ETHZ-420030/2020	EPI_ISL_767961	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336502	Switzerland/AG-ETHZ-420113/2020	EPI_ISL_767986	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336503	Switzerland/AG-ETHZ-420188/2020	EPI_ISL_767957	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336504	Switzerland/AG-ETHZ-420191/2020	EPI_ISL_767960	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336505	Switzerland/AG-ETHZ-420208/2020	EPI_ISL_767978	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336506	Switzerland/AG-ETHZ-420209/2020	EPI_ISL_767980	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336507	Switzerland/AG-ETHZ-420210/2020	EPI_ISL_767968	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336508	Switzerland/AG-ETHZ-420217/2020	EPI_ISL_767958	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336509	Switzerland/AG-ETHZ-420218/2020	EPI_ISL_767949	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336510	Switzerland/AG-ETHZ-420231/2020	EPI_ISL_767965	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336511	Switzerland/AG-ETHZ-420234/2020	EPI_ISL_767976	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336512	Switzerland/AG-ETHZ-420235/2020	EPI_ISL_767967	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336513	Switzerland/AG-ETHZ-420236/2020	EPI_ISL_767955	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336514	Switzerland/AG-ETHZ-420244/2020	EPI_ISL_767973	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336515	Switzerland/AG-ETHZ-420253/2020	EPI_ISL_767952	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336516	Switzerland/AG-ETHZ-420285/2020	EPI_ISL_767950	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336517	Switzerland/AG-ETHZ-420292/2020	EPI_ISL_767974	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336518	Switzerland/AG-ETHZ-420310/2020	EPI_ISL_767942	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336519	Switzerland/AG-ETHZ-420385/2020	EPI_ISL_767970	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336520	Switzerland/AG-ETHZ-420454/2020	EPI_ISL_767962	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336521	Switzerland/AG-ETHZ-420456/2020	EPI_ISL_767953	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336522	Switzerland/AG-ETHZ-420470/2020	EPI_ISL_767945	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336523	Switzerland/AG-ETHZ-420493/2020	EPI_ISL_767969	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336524	Switzerland/AG-ETHZ-420495/2020	EPI_ISL_767983	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336525	Switzerland/AG-ETHZ-420496/2020	EPI_ISL_767959	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336526	Switzerland/AG-ETHZ-420497/2020	EPI_ISL_767977	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336527	Switzerland/AG-ETHZ-420511/2020	EPI_ISL_767981	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336528	Switzerland/AG-ETHZ-420517/2020	EPI_ISL_767956	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336529	Switzerland/AG-ETHZ-420518/2020	EPI_ISL_767971	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336530	Switzerland/AG-ETHZ-420519/2020	EPI_ISL_767984	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336531	Switzerland/AG-ETHZ-420521/2020	EPI_ISL_767982	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336532	Switzerland/AG-ETHZ-420524/2020	EPI_ISL_767948	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336533	Switzerland/AG-ETHZ-420525/2020	EPI_ISL_767963	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336534	Switzerland/AG-ETHZ-420535/2020	EPI_ISL_767943	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336535	Switzerland/AG-ETHZ-420537/2020	EPI_ISL_767941	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336536	Switzerland/AG-ETHZ-420539/2020	EPI_ISL_767972	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336537	Switzerland/AG-ETHZ-420542/2020	EPI_ISL_767987	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336538	Switzerland/AG-ETHZ-420553/2020	EPI_ISL_767985	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336539	Switzerland/AG-ETHZ-420564/2020	EPI_ISL_767951	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336540	Switzerland/AG-ETHZ-420598/2020	EPI_ISL_767946	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336541	Switzerland/AG-ETHZ-420678/2020	EPI_ISL_767988	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336542	Switzerland/AG-ETHZ-420679/2020	EPI_ISL_767975	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336543	Switzerland/AG-ETHZ-420710/2020	EPI_ISL_767954	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336544	Switzerland/AG-ETHZ-420711/2020	EPI_ISL_767947	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336545	Switzerland/AG-ETHZ-430003/2020	EPI_ISL_796350	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336546	Switzerland/AG-ETHZ-430013/2020	EPI_ISL_796329	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336547	Switzerland/AG-ETHZ-430018/2020	EPI_ISL_796335	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336548	Switzerland/AG-ETHZ-430019/2020	EPI_ISL_796193	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336549	Switzerland/AG-ETHZ-430028/2020	EPI_ISL_796339	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336550	Switzerland/AG-ETHZ-430029/2020	EPI_ISL_796248	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336551	Switzerland/AG-ETHZ-430031/2020	EPI_ISL_796343	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336552	Switzerland/AG-ETHZ-430034/2020	EPI_ISL_796230	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336553	Switzerland/AG-ETHZ-430042/2020	EPI_ISL_796358	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336554	Switzerland/AG-ETHZ-430043/2020	EPI_ISL_796344	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336555	Switzerland/AG-ETHZ-430044/2020	EPI_ISL_796347	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336556	Switzerland/AG-ETHZ-430045/2020	EPI_ISL_796181	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336557	Switzerland/AG-ETHZ-430046/2020	EPI_ISL_796367	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336558	Switzerland/AG-ETHZ-430050/2020	EPI_ISL_796352	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336559	Switzerland/AG-ETHZ-430052/2020	EPI_ISL_796330	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336560	Switzerland/AG-ETHZ-430053/2020	EPI_ISL_796336	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
336561	Switzerland/AG-ETHZ-430055/2020	EPI_ISL_796357	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
