	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
328910	Switzerland/AG-ETHZ-400011/2020	EPI_ISL_729033	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328911	Switzerland/AG-ETHZ-400023/2020	EPI_ISL_729091	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328912	Switzerland/AG-ETHZ-400026/2020	EPI_ISL_728811	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328913	Switzerland/AG-ETHZ-400027/2020	EPI_ISL_728819	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328914	Switzerland/AG-ETHZ-400041/2020	EPI_ISL_729101	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328915	Switzerland/AG-ETHZ-400045/2020	EPI_ISL_729104	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328916	Switzerland/AG-ETHZ-400110/2020	EPI_ISL_729031	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328917	Switzerland/AG-ETHZ-400111/2020	EPI_ISL_728926	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328918	Switzerland/AG-ETHZ-400120/2020	EPI_ISL_728903	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328919	Switzerland/AG-ETHZ-400121/2020	EPI_ISL_728769	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328920	Switzerland/AG-ETHZ-400136/2020	EPI_ISL_729009	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328921	Switzerland/AG-ETHZ-400137/2020	EPI_ISL_729043	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328922	Switzerland/AG-ETHZ-400138/2020	EPI_ISL_728937	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328923	Switzerland/AG-ETHZ-400139/2020	EPI_ISL_728999	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328924	Switzerland/AG-ETHZ-400371/2020	EPI_ISL_729181	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
328925	Switzerland/AG-ETHZ-400388/2020	EPI_ISL_728883	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
328926	Switzerland/AG-ETHZ-400395/2020	EPI_ISL_729088	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
328927	Switzerland/AG-ETHZ-400396/2020	EPI_ISL_729189	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
328928	Switzerland/AG-ETHZ-410033/2020	EPI_ISL_737649	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328929	Switzerland/AG-ETHZ-410034/2020	EPI_ISL_737533	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328930	Switzerland/AG-ETHZ-410038/2020	EPI_ISL_737434	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328931	Switzerland/AG-ETHZ-410040/2020	EPI_ISL_737480	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328932	Switzerland/AG-ETHZ-410041/2020	EPI_ISL_737650	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328933	Switzerland/AG-ETHZ-410042/2020	EPI_ISL_737651	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328934	Switzerland/AG-ETHZ-410077/2020	EPI_ISL_737652	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328935	Switzerland/AG-ETHZ-410113/2020	EPI_ISL_737469	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328936	Switzerland/AG-ETHZ-410114/2020	EPI_ISL_737653	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328937	Switzerland/AG-ETHZ-410117/2020	EPI_ISL_737654	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328938	Switzerland/AG-ETHZ-410118/2020	EPI_ISL_737589	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328939	Switzerland/AG-ETHZ-410119/2020	EPI_ISL_737655	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328940	Switzerland/AG-ETHZ-410157/2020	EPI_ISL_737484	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328941	Switzerland/AG-ETHZ-410160/2020	EPI_ISL_737492	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328942	Switzerland/AG-ETHZ-410186/2020	EPI_ISL_737656	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328943	Switzerland/AG-ETHZ-410213/2020	EPI_ISL_737657	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328944	Switzerland/AG-ETHZ-410215/2020	EPI_ISL_737472	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328945	Switzerland/AG-ETHZ-410258/2020	EPI_ISL_737455	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328946	Switzerland/AG-ETHZ-410259/2020	EPI_ISL_737545	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328947	Switzerland/AG-ETHZ-410260/2020	EPI_ISL_737522	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328948	Switzerland/AG-ETHZ-410261/2020	EPI_ISL_737467	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328949	Switzerland/AG-ETHZ-410262/2020	EPI_ISL_737502	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328950	Switzerland/AG-ETHZ-410263/2020	EPI_ISL_737473	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328951	Switzerland/AG-ETHZ-410264/2020	EPI_ISL_737507	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328952	Switzerland/AG-ETHZ-410266/2020	EPI_ISL_737461	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328953	Switzerland/AG-ETHZ-410267/2020	EPI_ISL_737468	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328954	Switzerland/AG-ETHZ-410268/2020	EPI_ISL_737658	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328955	Switzerland/AG-ETHZ-410269/2020	EPI_ISL_737544	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328956	Switzerland/AG-ETHZ-410270/2020	EPI_ISL_737601	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328957	Switzerland/AG-ETHZ-410271/2020	EPI_ISL_737478	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328958	Switzerland/AG-ETHZ-410273/2020	EPI_ISL_737659	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328959	Switzerland/AG-ETHZ-410275/2020	EPI_ISL_737546	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328960	Switzerland/AG-ETHZ-410292/2020	EPI_ISL_737594	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328961	Switzerland/AG-ETHZ-410317/2020	EPI_ISL_737547	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328962	Switzerland/AG-ETHZ-410830/2020	EPI_ISL_737452	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328963	Switzerland/AG-ETHZ-410960/2020	EPI_ISL_737660	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328964	Switzerland/AG-ETHZ-420009/2020	EPI_ISL_767979	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328965	Switzerland/AG-ETHZ-420013/2020	EPI_ISL_767966	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328966	Switzerland/AG-ETHZ-420018/2020	EPI_ISL_767964	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328967	Switzerland/AG-ETHZ-420026/2020	EPI_ISL_767944	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328968	Switzerland/AG-ETHZ-420030/2020	EPI_ISL_767961	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328969	Switzerland/AG-ETHZ-420113/2020	EPI_ISL_767986	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328970	Switzerland/AG-ETHZ-420188/2020	EPI_ISL_767957	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328971	Switzerland/AG-ETHZ-420191/2020	EPI_ISL_767960	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328972	Switzerland/AG-ETHZ-420208/2020	EPI_ISL_767978	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328973	Switzerland/AG-ETHZ-420209/2020	EPI_ISL_767980	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328974	Switzerland/AG-ETHZ-420210/2020	EPI_ISL_767968	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328975	Switzerland/AG-ETHZ-420217/2020	EPI_ISL_767958	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328976	Switzerland/AG-ETHZ-420218/2020	EPI_ISL_767949	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328977	Switzerland/AG-ETHZ-420231/2020	EPI_ISL_767965	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328978	Switzerland/AG-ETHZ-420234/2020	EPI_ISL_767976	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328979	Switzerland/AG-ETHZ-420235/2020	EPI_ISL_767967	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328980	Switzerland/AG-ETHZ-420236/2020	EPI_ISL_767955	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328981	Switzerland/AG-ETHZ-420244/2020	EPI_ISL_767973	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328982	Switzerland/AG-ETHZ-420253/2020	EPI_ISL_767952	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328983	Switzerland/AG-ETHZ-420285/2020	EPI_ISL_767950	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328984	Switzerland/AG-ETHZ-420292/2020	EPI_ISL_767974	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328985	Switzerland/AG-ETHZ-420310/2020	EPI_ISL_767942	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328986	Switzerland/AG-ETHZ-420385/2020	EPI_ISL_767970	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328987	Switzerland/AG-ETHZ-420454/2020	EPI_ISL_767962	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328988	Switzerland/AG-ETHZ-420456/2020	EPI_ISL_767953	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328989	Switzerland/AG-ETHZ-420470/2020	EPI_ISL_767945	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328990	Switzerland/AG-ETHZ-420493/2020	EPI_ISL_767969	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328991	Switzerland/AG-ETHZ-420495/2020	EPI_ISL_767983	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328992	Switzerland/AG-ETHZ-420496/2020	EPI_ISL_767959	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328993	Switzerland/AG-ETHZ-420497/2020	EPI_ISL_767977	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328994	Switzerland/AG-ETHZ-420511/2020	EPI_ISL_767981	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328995	Switzerland/AG-ETHZ-420517/2020	EPI_ISL_767956	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328996	Switzerland/AG-ETHZ-420518/2020	EPI_ISL_767971	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328997	Switzerland/AG-ETHZ-420519/2020	EPI_ISL_767984	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328998	Switzerland/AG-ETHZ-420521/2020	EPI_ISL_767982	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
328999	Switzerland/AG-ETHZ-420524/2020	EPI_ISL_767948	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329000	Switzerland/AG-ETHZ-420525/2020	EPI_ISL_767963	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329001	Switzerland/AG-ETHZ-420535/2020	EPI_ISL_767943	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329002	Switzerland/AG-ETHZ-420537/2020	EPI_ISL_767941	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329003	Switzerland/AG-ETHZ-420539/2020	EPI_ISL_767972	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329004	Switzerland/AG-ETHZ-420542/2020	EPI_ISL_767987	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329005	Switzerland/AG-ETHZ-420553/2020	EPI_ISL_767985	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329006	Switzerland/AG-ETHZ-420564/2020	EPI_ISL_767951	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329007	Switzerland/AG-ETHZ-420598/2020	EPI_ISL_767946	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329008	Switzerland/AG-ETHZ-420678/2020	EPI_ISL_767988	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329009	Switzerland/AG-ETHZ-420679/2020	EPI_ISL_767975	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329010	Switzerland/AG-ETHZ-420710/2020	EPI_ISL_767954	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329011	Switzerland/AG-ETHZ-420711/2020	EPI_ISL_767947	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329012	Switzerland/AG-ETHZ-430003/2020	EPI_ISL_796350	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329013	Switzerland/AG-ETHZ-430013/2020	EPI_ISL_796329	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329014	Switzerland/AG-ETHZ-430018/2020	EPI_ISL_796335	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329015	Switzerland/AG-ETHZ-430019/2020	EPI_ISL_796193	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329016	Switzerland/AG-ETHZ-430028/2020	EPI_ISL_796339	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329017	Switzerland/AG-ETHZ-430029/2020	EPI_ISL_796248	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329018	Switzerland/AG-ETHZ-430031/2020	EPI_ISL_796343	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329019	Switzerland/AG-ETHZ-430034/2020	EPI_ISL_796230	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329020	Switzerland/AG-ETHZ-430042/2020	EPI_ISL_796358	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329021	Switzerland/AG-ETHZ-430043/2020	EPI_ISL_796344	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329022	Switzerland/AG-ETHZ-430044/2020	EPI_ISL_796347	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329023	Switzerland/AG-ETHZ-430045/2020	EPI_ISL_796181	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329024	Switzerland/AG-ETHZ-430046/2020	EPI_ISL_796367	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329025	Switzerland/AG-ETHZ-430050/2020	EPI_ISL_796352	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329026	Switzerland/AG-ETHZ-430052/2020	EPI_ISL_796330	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329027	Switzerland/AG-ETHZ-430053/2020	EPI_ISL_796336	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
329028	Switzerland/AG-ETHZ-430055/2020	EPI_ISL_796357	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
